si_jax_planning_time,si_jax_planning_MiB
4.061805828940123,2.3527326583862305
3.2169417971745133,1.0362167358398438
3.1969664390198886,1.0828046798706055
3.1648047366179526,1.0337543487548828
3.702161463908851,1.0332603454589844
3.8452470302581787,1.036184310913086
3.4926806380972266,1.0551834106445312
3.222301433328539,1.0198287963867188
3.1423857887275517,1.0180044174194336
3.2312598288990557,1.0716581344604492
