si_jax_planning_time,si_jax_planning_MiB
7.84715139772743,3.360569953918457
6.827194236218929,1.8607110977172852
6.725051351822913,1.8579330444335938
6.69525690516457,1.871079444885254
6.700484327040613,1.8311958312988281
6.8135775602422655,1.8850154876708984
6.706064901314676,2.0979747772216797
6.699020914267749,1.859238624572754
6.692475961986929,1.8787107467651367
6.691441264934838,1.9357452392578125
